DayOfYear,MinuteOfDay,Duration
116,1376,3957
119,235,0
119,237,0
120,247,5634
121,274,3247
122,188,0
122,267,4719
124,120,2826
125,139,1601
126,126,6214
126,126,0
126,126,0
126,126,0
126,130,249
127,271,0
127,359,4857
128,364,0
129,87,0
129,89,0
129,89,0
129,90,0
129,90,0
129,91,0
129,92,0
129,92,0
129,93,0
129,353,5135
129,354,0
129,395,0
129,395,0
129,396,0
129,396,0
129,396,0
129,397,0
129,397,0
129,397,0
129,397,0
129,397,0
130,322,1125
131,176,4712
132,317,0
132,386,4088
132,399,778
132,1056,0
133,324,3389
133,325,79
134,341,1084
134,341,0
134,1258,0
134,1258,0
134,1258,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1259,0
134,1260,0
134,1260,0
134,1260,0
134,1260,0
134,1260,0
134,1261,0
134,1261,0
134,1261,0
134,1305,2628
135,411,0
135,412,52
135,424,712
135,1153,0
135,1154,0
135,1154,0
135,1155,0
135,1156,0
143,299,1805
144,359,1351
144,1324,0
146,1,1765
146,1354,7
146,1355,0
146,1375,1142
147,721,740
150,144,4325
150,1420,39
151,3,1384
162,745,0
162,789,0
163,1028,0
163,1029,0
163,1029,0
163,1119,5381
167,265,1816
167,275,569
168,244,0
168,244,0
168,245,0
169,319,1459
172,54,553
174,185,0
174,255,4209
175,94,0
175,120,1434
176,241,2718
178,213,3618
179,186,3064
179,191,0
179,223,1672
179,225,101
179,227,107
181,878,6
184,198,1812
184,198,0
184,199,0
184,199,0
184,199,0
184,200,0
184,200,0
184,201,0
184,202,0
186,183,1071
186,280,5815
186,290,573
186,346,3350
189,295,0
189,296,0
189,296,0
189,297,0
189,297,0
189,297,0
189,298,0
189,298,0
189,299,0
189,308,0
189,308,0
189,311,0
190,1217,1207
190,1223,377
190,1309,5128
191,324,10127
191,914,0
193,787,0
193,1087,0
193,1088,0
196,860,13
198,963,0
200,136,0
200,258,767
202,70,709
202,100,1783
203,105,26
203,194,4681
207,1063,7297
208,232,4236
208,955,1242
208,998,1213
209,137,0
209,137,0
209,295,8575
209,311,882
210,300,401
211,41,2
211,213,0
211,1429,2652
212,86,3502
214,56,1
214,56,0
216,306,1562
219,178,99
221,240,2893
221,1410,0
229,817,0
229,819,3
233,52,0
233,126,4410
235,15,333
235,55,1607
235,56,44
236,61,3429
236,924,0
236,927,56
236,1138,12541
236,1370,0
236,1380,608
236,1395,904
237,27,4192
237,962,301
238,174,5007
239,193,4091
239,1408,1663
241,168,1688
244,249,7529
244,272,0
244,1386,2280
244,1394,433
246,139,3738
247,225,25
247,226,31
247,227,0
247,227,0
247,248,1200
247,249,0
247,401,9018
249,222,2562
249,223,22
249,229,369
249,1347,0
249,1385,1887
251,215,2867
251,883,0
251,903,1068
251,1378,0
251,1400,1260
255,294,0
256,235,3956
258,1392,809
261,99,5025
261,1346,3100
263,67,3030
263,1427,3632
265,11,1949
266,183,1527
267,77,6304
269,18,1782
271,81,2387
272,1428,1237
273,1359,0
273,1360,0
273,1390,1759
274,950,0
274,1269,1386
277,1368,0
277,1380,482
278,1413,7
278,1414,18
278,1414,17
279,31,3412
279,198,1870
279,1391,5132
280,1378,2682
281,1271,1005
282,1003,3
283,68,7431
283,1284,2548
284,1297,0
285,1045,0
292,1307,213
292,1329,1316
292,1360,1873
294,0,4222
294,1364,1019
296,1424,4046
297,41,0
297,54,0
297,1303,1654
298,1253,0
300,765,0
300,974,0
300,976,0
300,977,0
300,978,0
301,1336,1341
302,1304,895
302,1319,889
302,1320,0
303,1334,6
303,1349,885
305,1009,0
305,1012,0
305,1019,0
305,1019,0
305,1042,0
305,1042,0
305,1043,0
305,1043,0
305,1044,0
305,1044,0
307,148,0
307,207,3509
308,33,6
308,98,3901
314,43,0
314,44,0
314,52,0
314,53,0
314,54,0
316,1406,0
316,1414,0
316,1417,0
318,1424,2898
319,1426,3034
323,31,1554
324,56,984
324,1337,1882
324,1337,22
324,1348,614
325,1389,2249
326,1426,583
327,917,0
328,154,1059
329,85,2704
331,53,1266
331,1119,262
332,1164,0
333,39,0
333,168,5835
334,115,382
335,279,11930
336,1407,0
337,1399,1524
